,text,clean_text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
274,"😍😍 wow! I'll do this.... someday.....maybe......:) #travel #vacation #Finland #igloo #HappySunday #nature 

A message: Don't ruin our planet. Treasure it. Save it, so that we always have such places to visit! #savetheplanet #climatechange #ConsciousPlanet #savesoil #teamseas https://t.co/RiBFMI8Omi","😍😍 wow Ill do this somedaymaybe travel vacation Finland igloo HappySunday nature 

A message Dont ruin our planet Treasure it Save it so that we always have such places to visit savetheplanet climatechange ConsciousPlanet savesoil teamseas httpstcoRiBFMIOmi","['', 'wow', 'ill', 'do', 'this', 'somedaymaybe', 'travel', 'vacation', 'finland', 'igloo', 'happysunday', 'nature', 'a', 'message', 'dont', 'ruin', 'our', 'planet', 'treasure', 'it', 'save', 'it', 'so', 'that', 'we', 'always', 'have', 'such', 'places', 'to', 'visit', 'savetheplanet', 'climatechange', 'consciousplanet', 'savesoil', 'teamseas', 'httpstcoribfmiomi']","['', 'wow', 'ill', 'somedaymaybe', 'travel', 'vacation', 'finland', 'igloo', 'happysunday', 'nature', 'message', 'dont', 'ruin', 'planet', 'treasure', 'save', 'always', 'places', 'visit', 'savetheplanet', 'climatechange', 'consciousplanet', 'savesoil', 'teamseas', 'httpstcoribfmiomi']","['', 'wow', 'ill', 'somedaymayb', 'travel', 'vacat', 'finland', 'igloo', 'happysunday', 'natur', 'messag', 'dont', 'ruin', 'planet', 'treasur', 'save', 'alway', 'place', 'visit', 'savetheplanet', 'climatechang', 'consciousplanet', 'savesoil', 'teamsea', 'httpstcoribfmiomi']","['', 'wow', 'ill', 'somedaymaybe', 'travel', 'vacation', 'finland', 'igloo', 'happysunday', 'nature', 'message', 'dont', 'ruin', 'planet', 'treasure', 'save', 'always', 'place', 'visit', 'savetheplanet', 'climatechange', 'consciousplanet', 'savesoil', 'teamseas', 'httpstcoribfmiomi']"
275,"Matte Black in Germany…we gehen global🇩🇪🖤
📸 @geo_wilz
.
 #mysplashbottle #hydrateafrica #savetheplanet #water #hydrated #hydratedskin #hydrateyourskin #hydratewithus #hydrationstation #hydration #drinkwater #bpafree #ecofriendly #stayhydrated #waterbottles #waterbenefits #h2o https://t.co/8qtDTOAcOV","Matte Black in Germany…we gehen global🇩🇪🖤
📸 geowilz

 mysplashbottle hydrateafrica savetheplanet water hydrated hydratedskin hydrateyourskin hydratewithus hydrationstation hydration drinkwater bpafree ecofriendly stayhydrated waterbottles waterbenefits ho httpstcoqtDTOAcOV","['matte', 'black', 'in', 'germany', 'we', 'gehen', 'global', 'geowilz', 'mysplashbottle', 'hydrateafrica', 'savetheplanet', 'water', 'hydrated', 'hydratedskin', 'hydrateyourskin', 'hydratewithus', 'hydrationstation', 'hydration', 'drinkwater', 'bpafree', 'ecofriendly', 'stayhydrated', 'waterbottles', 'waterbenefits', 'ho', 'httpstcoqtdtoacov']","['matte', 'black', 'germany', 'gehen', 'global', 'geowilz', 'mysplashbottle', 'hydrateafrica', 'savetheplanet', 'water', 'hydrated', 'hydratedskin', 'hydrateyourskin', 'hydratewithus', 'hydrationstation', 'hydration', 'drinkwater', 'bpafree', 'ecofriendly', 'stayhydrated', 'waterbottles', 'waterbenefits', 'ho', 'httpstcoqtdtoacov']","['matt', 'black', 'germani', 'gehen', 'global', 'geowilz', 'mysplashbottl', 'hydrateafrica', 'savetheplanet', 'water', 'hydrat', 'hydratedskin', 'hydrateyourskin', 'hydratewithu', 'hydrationst', 'hydrat', 'drinkwat', 'bpafre', 'ecofriendli', 'stayhydr', 'waterbottl', 'waterbenefit', 'ho', 'httpstcoqtdtoacov']","['matte', 'black', 'germany', 'gehen', 'global', 'geowilz', 'mysplashbottle', 'hydrateafrica', 'savetheplanet', 'water', 'hydrated', 'hydratedskin', 'hydrateyourskin', 'hydratewithus', 'hydrationstation', 'hydration', 'drinkwater', 'bpafree', 'ecofriendly', 'stayhydrated', 'waterbottles', 'waterbenefits', 'ho', 'httpstcoqtdtoacov']"
276,He plantado tres #Árboles en #Brasil a través de @treenation para hacer frente a la #CrisisClimática . #treeplantation . #savetheplanet . #trees . #CambioClimático . #treeplanting . #AllInForTheEarth .   https://t.co/7a1aKkXf7X,He plantado tres Árboles en Brasil a través de treenation para hacer frente a la CrisisClimática  treeplantation  savetheplanet  trees  CambioClimático  treeplanting  AllInForTheEarth    httpstcoaaKkXfX,"['he', 'plantado', 'tres', 'árboles', 'en', 'brasil', 'a', 'través', 'de', 'treenation', 'para', 'hacer', 'frente', 'a', 'la', 'crisisclimática', 'treeplantation', 'savetheplanet', 'trees', 'cambioclimático', 'treeplanting', 'allinfortheearth', 'httpstcoaakkxfx']","['plantado', 'tres', 'árboles', 'en', 'brasil', 'través', 'de', 'treenation', 'para', 'hacer', 'frente', 'la', 'crisisclimática', 'treeplantation', 'savetheplanet', 'trees', 'cambioclimático', 'treeplanting', 'allinfortheearth', 'httpstcoaakkxfx']","['plantado', 'tre', 'árbole', 'en', 'brasil', 'travé', 'de', 'treenat', 'para', 'hacer', 'frent', 'la', 'crisisclimática', 'treeplant', 'savetheplanet', 'tree', 'cambioclimático', 'treeplant', 'allinfortheearth', 'httpstcoaakkxfx']","['plantado', 'tres', 'árboles', 'en', 'brasil', 'través', 'de', 'treenation', 'para', 'hacer', 'frente', 'la', 'crisisclimática', 'treeplantation', 'savetheplanet', 'tree', 'cambioclimático', 'treeplanting', 'allinfortheearth', 'httpstcoaakkxfx']"
277,RT @climatecorporat: True… as a consumer we need to be responsible and make choices wisely… and create a regulatory mechanism to avoid and…,RT climatecorporat True… as a consumer we need to be responsible and make choices wisely… and create a regulatory mechanism to avoid and…,"['rt', 'climatecorporat', 'true', 'as', 'a', 'consumer', 'we', 'need', 'to', 'be', 'responsible', 'and', 'make', 'choices', 'wisely', 'and', 'create', 'a', 'regulatory', 'mechanism', 'to', 'avoid', 'and', '']","['rt', 'climatecorporat', 'true', 'consumer', 'need', 'responsible', 'make', 'choices', 'wisely', 'create', 'regulatory', 'mechanism', 'avoid', '']","['rt', 'climatecorporat', 'true', 'consum', 'need', 'respons', 'make', 'choic', 'wise', 'creat', 'regulatori', 'mechan', 'avoid', '']","['rt', 'climatecorporat', 'true', 'consumer', 'need', 'responsible', 'make', 'choice', 'wisely', 'create', 'regulatory', 'mechanism', 'avoid', '']"
278,RT @elagoradiario: El #CambioClimático es una realidad y por ello es necesario cuidar del 🌍 y reflexionar sobre su poder para cambiar de ru…,RT elagoradiario El CambioClimático es una realidad y por ello es necesario cuidar del 🌍 y reflexionar sobre su poder para cambiar de ru…,"['rt', 'elagoradiario', 'el', 'cambioclimático', 'es', 'una', 'realidad', 'y', 'por', 'ello', 'es', 'necesario', 'cuidar', 'del', 'y', 'reflexionar', 'sobre', 'su', 'poder', 'para', 'cambiar', 'de', 'ru', '']","['rt', 'elagoradiario', 'el', 'cambioclimático', 'es', 'una', 'realidad', 'por', 'ello', 'es', 'necesario', 'cuidar', 'del', 'reflexionar', 'sobre', 'su', 'poder', 'para', 'cambiar', 'de', 'ru', '']","['rt', 'elagoradiario', 'el', 'cambioclimático', 'es', 'una', 'realidad', 'por', 'ello', 'es', 'necesario', 'cuidar', 'del', 'reflexionar', 'sobr', 'su', 'poder', 'para', 'cambiar', 'de', 'ru', '']","['rt', 'elagoradiario', 'el', 'cambioclimático', 'e', 'una', 'realidad', 'por', 'ello', 'e', 'necesario', 'cuidar', 'del', 'reflexionar', 'sobre', 'su', 'poder', 'para', 'cambiar', 'de', 'ru', '']"
279,"RT @Nicochan33: Ghana’s Second Lady to attend WHO Meeting on energy  - https://t.co/9hv05chGWO https://t.co/M1po1Oynb2 
#SDG #SDGs #sustain…","RT Nicochan Ghana’s Second Lady to attend WHO Meeting on energy   httpstcohvchGWO httpstcoMpoOynb 
SDG SDGs sustain…","['rt', 'nicochan', 'ghana', 's', 'second', 'lady', 'to', 'attend', 'who', 'meeting', 'on', 'energy', 'httpstcohvchgwo', 'httpstcompooynb', 'sdg', 'sdgs', 'sustain', '']","['rt', 'nicochan', 'ghana', 'second', 'lady', 'attend', 'meeting', 'energy', 'httpstcohvchgwo', 'httpstcompooynb', 'sdg', 'sdgs', 'sustain', '']","['rt', 'nicochan', 'ghana', 'second', 'ladi', 'attend', 'meet', 'energi', 'httpstcohvchgwo', 'httpstcompooynb', 'sdg', 'sdg', 'sustain', '']","['rt', 'nicochan', 'ghana', 'second', 'lady', 'attend', 'meeting', 'energy', 'httpstcohvchgwo', 'httpstcompooynb', 'sdg', 'sdgs', 'sustain', '']"
280,RT @TheVeganDrakon: #ConsciousPlanet #shelters #metoo #animalstoo #MenToo #AdoptDontShop #AnimalLiberation #ClimateCrisis #vegans #savethep…,RT TheVeganDrakon ConsciousPlanet shelters metoo animalstoo MenToo AdoptDontShop AnimalLiberation ClimateCrisis vegans savethep…,"['rt', 'thevegandrakon', 'consciousplanet', 'shelters', 'metoo', 'animalstoo', 'mentoo', 'adoptdontshop', 'animalliberation', 'climatecrisis', 'vegans', 'savethep', '']","['rt', 'thevegandrakon', 'consciousplanet', 'shelters', 'metoo', 'animalstoo', 'mentoo', 'adoptdontshop', 'animalliberation', 'climatecrisis', 'vegans', 'savethep', '']","['rt', 'thevegandrakon', 'consciousplanet', 'shelter', 'metoo', 'animalstoo', 'mentoo', 'adoptdontshop', 'animalliber', 'climatecrisi', 'vegan', 'savethep', '']","['rt', 'thevegandrakon', 'consciousplanet', 'shelter', 'metoo', 'animalstoo', 'mentoo', 'adoptdontshop', 'animalliberation', 'climatecrisis', 'vegan', 'savethep', '']"
281,RT @TheVeganDrakon: #RightToRescue #ConsciousPlanet #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #ani…,RT TheVeganDrakon RightToRescue ConsciousPlanet metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans savetheplanet ani…,"['rt', 'thevegandrakon', 'righttorescue', 'consciousplanet', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'ani', '']","['rt', 'thevegandrakon', 'righttorescue', 'consciousplanet', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'ani', '']","['rt', 'thevegandrakon', 'righttorescu', 'consciousplanet', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'ani', '']","['rt', 'thevegandrakon', 'righttorescue', 'consciousplanet', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'ani', '']"
282,"RT @Nicochan33: Voices : Why &amp; how corporate CSR can draw attention towards the Himalayas https://t.co/nW5bAugKSJ 
#SDG #SDGs #savetheplane…","RT Nicochan Voices  Why amp how corporate CSR can draw attention towards the Himalayas httpstconWbAugKSJ 
SDG SDGs savetheplane…","['rt', 'nicochan', 'voices', 'why', 'amp', 'how', 'corporate', 'csr', 'can', 'draw', 'attention', 'towards', 'the', 'himalayas', 'httpstconwbaugksj', 'sdg', 'sdgs', 'savetheplane', '']","['rt', 'nicochan', 'voices', 'amp', 'corporate', 'csr', 'draw', 'attention', 'towards', 'himalayas', 'httpstconwbaugksj', 'sdg', 'sdgs', 'savetheplane', '']","['rt', 'nicochan', 'voic', 'amp', 'corpor', 'csr', 'draw', 'attent', 'toward', 'himalaya', 'httpstconwbaugksj', 'sdg', 'sdg', 'savetheplan', '']","['rt', 'nicochan', 'voice', 'amp', 'corporate', 'csr', 'draw', 'attention', 'towards', 'himalaya', 'httpstconwbaugksj', 'sdg', 'sdgs', 'savetheplane', '']"
283,"RT @Nicochan33: Inequality in Pakistan – SDG Goal 10 https://t.co/02gB7JkQWI via @minutemirrorpk 
#savetheplanet #SDG #SDGs #sustainability…","RT Nicochan Inequality in Pakistan – SDG Goal  httpstcogBJkQWI via minutemirrorpk 
savetheplanet SDG SDGs sustainability…","['rt', 'nicochan', 'inequality', 'in', 'pakistan', 'sdg', 'goal', 'httpstcogbjkqwi', 'via', 'minutemirrorpk', 'savetheplanet', 'sdg', 'sdgs', 'sustainability', '']","['rt', 'nicochan', 'inequality', 'pakistan', 'sdg', 'goal', 'httpstcogbjkqwi', 'via', 'minutemirrorpk', 'savetheplanet', 'sdg', 'sdgs', 'sustainability', '']","['rt', 'nicochan', 'inequ', 'pakistan', 'sdg', 'goal', 'httpstcogbjkqwi', 'via', 'minutemirrorpk', 'savetheplanet', 'sdg', 'sdg', 'sustain', '']","['rt', 'nicochan', 'inequality', 'pakistan', 'sdg', 'goal', 'httpstcogbjkqwi', 'via', 'minutemirrorpk', 'savetheplanet', 'sdg', 'sdgs', 'sustainability', '']"
284,RT @UNICEFGhana: Ghana’s #youth showed determination to act on #climatechange at today’s Local Conference on Youth #LCOY ahead of #COP27.…,RT UNICEFGhana Ghana’s youth showed determination to act on climatechange at today’s Local Conference on Youth LCOY ahead of COP…,"['rt', 'unicefghana', 'ghana', 's', 'youth', 'showed', 'determination', 'to', 'act', 'on', 'climatechange', 'at', 'today', 's', 'local', 'conference', 'on', 'youth', 'lcoy', 'ahead', 'of', 'cop', '']","['rt', 'unicefghana', 'ghana', 'youth', 'showed', 'determination', 'act', 'climatechange', 'today', 'local', 'conference', 'youth', 'lcoy', 'ahead', 'cop', '']","['rt', 'unicefghana', 'ghana', 'youth', 'show', 'determin', 'act', 'climatechang', 'today', 'local', 'confer', 'youth', 'lcoy', 'ahead', 'cop', '']","['rt', 'unicefghana', 'ghana', 'youth', 'showed', 'determination', 'act', 'climatechange', 'today', 'local', 'conference', 'youth', 'lcoy', 'ahead', 'cop', '']"
285,"@judithcallagha9 @darrengrimes_ You are not just 'amazing' - you are 'worthy'.

God Bless you Saint Judith, it is we who are not worthy.

#savetheplanet","judithcallagha darrengrimes You are not just amazing  you are worthy

God Bless you Saint Judith it is we who are not worthy

savetheplanet","['judithcallagha', 'darrengrimes', 'you', 'are', 'not', 'just', 'amazing', 'you', 'are', 'worthy', 'god', 'bless', 'you', 'saint', 'judith', 'it', 'is', 'we', 'who', 'are', 'not', 'worthy', 'savetheplanet']","['judithcallagha', 'darrengrimes', 'amazing', 'worthy', 'god', 'bless', 'saint', 'judith', 'worthy', 'savetheplanet']","['judithcallagha', 'darrengrim', 'amaz', 'worthi', 'god', 'bless', 'saint', 'judith', 'worthi', 'savetheplanet']","['judithcallagha', 'darrengrimes', 'amazing', 'worthy', 'god', 'bless', 'saint', 'judith', 'worthy', 'savetheplanet']"
286,"RT @EPrijzen: All-In prijzen van 06:00 tot 07:00 
💡 € 0,255 (€ 0,153 inkoop) 
🔥 € 1,664 (€ 1,000 inkoop)
 
Laagste 💡 inkoopprijs, Finland (…","RT EPrijzen AllIn prijzen van  tot  
💡 €  €  inkoop 
🔥 €  €  inkoop
 
Laagste 💡 inkoopprijs Finland …","['rt', 'eprijzen', 'allin', 'prijzen', 'van', 'tot', 'inkoop', 'inkoop', 'laagste', 'inkoopprijs', 'finland', '']","['rt', 'eprijzen', 'allin', 'prijzen', 'van', 'tot', 'inkoop', 'inkoop', 'laagste', 'inkoopprijs', 'finland', '']","['rt', 'eprijzen', 'allin', 'prijzen', 'van', 'tot', 'inkoop', 'inkoop', 'laagst', 'inkoopprij', 'finland', '']","['rt', 'eprijzen', 'allin', 'prijzen', 'van', 'tot', 'inkoop', 'inkoop', 'laagste', 'inkoopprijs', 'finland', '']"
287,"RT @Nicochan33: Ghana’s Second Lady to attend WHO Meeting on energy  - https://t.co/9hv05chGWO https://t.co/M1po1Oynb2 
#SDG #SDGs #sustain…","RT Nicochan Ghana’s Second Lady to attend WHO Meeting on energy   httpstcohvchGWO httpstcoMpoOynb 
SDG SDGs sustain…","['rt', 'nicochan', 'ghana', 's', 'second', 'lady', 'to', 'attend', 'who', 'meeting', 'on', 'energy', 'httpstcohvchgwo', 'httpstcompooynb', 'sdg', 'sdgs', 'sustain', '']","['rt', 'nicochan', 'ghana', 'second', 'lady', 'attend', 'meeting', 'energy', 'httpstcohvchgwo', 'httpstcompooynb', 'sdg', 'sdgs', 'sustain', '']","['rt', 'nicochan', 'ghana', 'second', 'ladi', 'attend', 'meet', 'energi', 'httpstcohvchgwo', 'httpstcompooynb', 'sdg', 'sdg', 'sustain', '']","['rt', 'nicochan', 'ghana', 'second', 'lady', 'attend', 'meeting', 'energy', 'httpstcohvchgwo', 'httpstcompooynb', 'sdg', 'sdgs', 'sustain', '']"
288,@DianaUmpierre @CharlieCrist @RonDeSantisFL It is time we have leaders inspired to lead by justice and quality of life instead of riches and self-gain. What will our next governor stand for? Protecting life starts with our planet. #naturelovers #sustainabillity #savetheplanet #lightpollution,DianaUmpierre CharlieCrist RonDeSantisFL It is time we have leaders inspired to lead by justice and quality of life instead of riches and selfgain What will our next governor stand for Protecting life starts with our planet naturelovers sustainabillity savetheplanet lightpollution,"['dianaumpierre', 'charliecrist', 'rondesantisfl', 'it', 'is', 'time', 'we', 'have', 'leaders', 'inspired', 'to', 'lead', 'by', 'justice', 'and', 'quality', 'of', 'life', 'instead', 'of', 'riches', 'and', 'selfgain', 'what', 'will', 'our', 'next', 'governor', 'stand', 'for', 'protecting', 'life', 'starts', 'with', 'our', 'planet', 'naturelovers', 'sustainabillity', 'savetheplanet', 'lightpollution']","['dianaumpierre', 'charliecrist', 'rondesantisfl', 'time', 'leaders', 'inspired', 'lead', 'justice', 'quality', 'life', 'instead', 'riches', 'selfgain', 'next', 'governor', 'stand', 'protecting', 'life', 'starts', 'planet', 'naturelovers', 'sustainabillity', 'savetheplanet', 'lightpollution']","['dianaumpierr', 'charliecrist', 'rondesantisfl', 'time', 'leader', 'inspir', 'lead', 'justic', 'qualiti', 'life', 'instead', 'rich', 'selfgain', 'next', 'governor', 'stand', 'protect', 'life', 'start', 'planet', 'naturelov', 'sustainabil', 'savetheplanet', 'lightpollut']","['dianaumpierre', 'charliecrist', 'rondesantisfl', 'time', 'leader', 'inspired', 'lead', 'justice', 'quality', 'life', 'instead', 'rich', 'selfgain', 'next', 'governor', 'stand', 'protecting', 'life', 'start', 'planet', 'naturelovers', 'sustainabillity', 'savetheplanet', 'lightpollution']"
289,"El #CambioClimático es una realidad y por ello es necesario cuidar del 🌍 y reflexionar sobre su poder para cambiar de rumbo. 🙌 Un reto que solo conseguiremos entre todos y para el que se nos acaba el tiempo.

#SaveThePlanet https://t.co/3oRb4GAkLb","El CambioClimático es una realidad y por ello es necesario cuidar del 🌍 y reflexionar sobre su poder para cambiar de rumbo 🙌 Un reto que solo conseguiremos entre todos y para el que se nos acaba el tiempo

SaveThePlanet httpstcooRbGAkLb","['el', 'cambioclimático', 'es', 'una', 'realidad', 'y', 'por', 'ello', 'es', 'necesario', 'cuidar', 'del', 'y', 'reflexionar', 'sobre', 'su', 'poder', 'para', 'cambiar', 'de', 'rumbo', 'un', 'reto', 'que', 'solo', 'conseguiremos', 'entre', 'todos', 'y', 'para', 'el', 'que', 'se', 'nos', 'acaba', 'el', 'tiempo', 'savetheplanet', 'httpstcoorbgaklb']","['el', 'cambioclimático', 'es', 'una', 'realidad', 'por', 'ello', 'es', 'necesario', 'cuidar', 'del', 'reflexionar', 'sobre', 'su', 'poder', 'para', 'cambiar', 'de', 'rumbo', 'un', 'reto', 'que', 'solo', 'conseguiremos', 'entre', 'todos', 'para', 'el', 'que', 'se', 'nos', 'acaba', 'el', 'tiempo', 'savetheplanet', 'httpstcoorbgaklb']","['el', 'cambioclimático', 'es', 'una', 'realidad', 'por', 'ello', 'es', 'necesario', 'cuidar', 'del', 'reflexionar', 'sobr', 'su', 'poder', 'para', 'cambiar', 'de', 'rumbo', 'un', 'reto', 'que', 'solo', 'conseguiremo', 'entr', 'todo', 'para', 'el', 'que', 'se', 'no', 'acaba', 'el', 'tiempo', 'savetheplanet', 'httpstcoorbgaklb']","['el', 'cambioclimático', 'e', 'una', 'realidad', 'por', 'ello', 'e', 'necesario', 'cuidar', 'del', 'reflexionar', 'sobre', 'su', 'poder', 'para', 'cambiar', 'de', 'rumbo', 'un', 'reto', 'que', 'solo', 'conseguiremos', 'entre', 'todos', 'para', 'el', 'que', 'se', 'no', 'acaba', 'el', 'tiempo', 'savetheplanet', 'httpstcoorbgaklb']"
290,"RT @PestProfessor: An Orange Belted Bumblebee 🐝 

Look closely 👀 

#bumblebee #bees #sustainability #environment #pestmanagement #pestprofe…","RT PestProfessor An Orange Belted Bumblebee 🐝 

Look closely 👀 

bumblebee bees sustainability environment pestmanagement pestprofe…","['rt', 'pestprofessor', 'an', 'orange', 'belted', 'bumblebee', 'look', 'closely', 'bumblebee', 'bees', 'sustainability', 'environment', 'pestmanagement', 'pestprofe', '']","['rt', 'pestprofessor', 'orange', 'belted', 'bumblebee', 'look', 'closely', 'bumblebee', 'bees', 'sustainability', 'environment', 'pestmanagement', 'pestprofe', '']","['rt', 'pestprofessor', 'orang', 'belt', 'bumblebe', 'look', 'close', 'bumblebe', 'bee', 'sustain', 'environ', 'pestmanag', 'pestprof', '']","['rt', 'pestprofessor', 'orange', 'belted', 'bumblebee', 'look', 'closely', 'bumblebee', 'bee', 'sustainability', 'environment', 'pestmanagement', 'pestprofe', '']"
291,"Ghana’s Second Lady to attend WHO Meeting on energy  - https://t.co/9hv05chGWO https://t.co/M1po1Oynb2 
#SDG #SDGs #sustainability #savetheplanet #EnergyCrisis #energy","Ghana’s Second Lady to attend WHO Meeting on energy   httpstcohvchGWO httpstcoMpoOynb 
SDG SDGs sustainability savetheplanet EnergyCrisis energy","['ghana', 's', 'second', 'lady', 'to', 'attend', 'who', 'meeting', 'on', 'energy', 'httpstcohvchgwo', 'httpstcompooynb', 'sdg', 'sdgs', 'sustainability', 'savetheplanet', 'energycrisis', 'energy']","['ghana', 'second', 'lady', 'attend', 'meeting', 'energy', 'httpstcohvchgwo', 'httpstcompooynb', 'sdg', 'sdgs', 'sustainability', 'savetheplanet', 'energycrisis', 'energy']","['ghana', 'second', 'ladi', 'attend', 'meet', 'energi', 'httpstcohvchgwo', 'httpstcompooynb', 'sdg', 'sdg', 'sustain', 'savetheplanet', 'energycrisi', 'energi']","['ghana', 'second', 'lady', 'attend', 'meeting', 'energy', 'httpstcohvchgwo', 'httpstcompooynb', 'sdg', 'sdgs', 'sustainability', 'savetheplanet', 'energycrisis', 'energy']"
292,"#RightToRescue #EndSpeciesism #ConsciousPlanet #Consciouseating #metoo #animalstoo #MenToo #AnimalLiberation #ClimateCrisis #vegans 
#savetheplanet #animalagricultureclimatechange #RosesLaw #ALLFEMALES #Animalrights #Feminism  #Feminismo #peterkalmus #georgemonbiot  #JaneFonda https://t.co/rI7y6KkH8G","RightToRescue EndSpeciesism ConsciousPlanet Consciouseating metoo animalstoo MenToo AnimalLiberation ClimateCrisis vegans 
savetheplanet animalagricultureclimatechange RosesLaw ALLFEMALES Animalrights Feminism  Feminismo peterkalmus georgemonbiot  JaneFonda httpstcorIyKkHG","['righttorescue', 'endspeciesism', 'consciousplanet', 'consciouseating', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'animalagricultureclimatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcoriykkhg']","['righttorescue', 'endspeciesism', 'consciousplanet', 'consciouseating', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'animalagricultureclimatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcoriykkhg']","['righttorescu', 'endspecies', 'consciousplanet', 'conscious', 'metoo', 'animalstoo', 'mentoo', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'animalagricultureclimatechang', 'roseslaw', 'allfemal', 'animalright', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'janefonda', 'httpstcoriykkhg']","['righttorescue', 'endspeciesism', 'consciousplanet', 'consciouseating', 'metoo', 'animalstoo', 'mentoo', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'animalagricultureclimatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'janefonda', 'httpstcoriykkhg']"
293,#ConsciousPlanet #shelters #metoo #animalstoo #MenToo #AdoptDontShop #AnimalLiberation #ClimateCrisis #vegans #savetheplanet #animalagricultureclimatechange #RosesLaw #ALLFEMALES #Animalrights #Feminist #Feminism #Feminismo #peterkalmus #georgemonbiot #EndSpeciesism #JaneFonda https://t.co/Z2v0kJnUlr,ConsciousPlanet shelters metoo animalstoo MenToo AdoptDontShop AnimalLiberation ClimateCrisis vegans savetheplanet animalagricultureclimatechange RosesLaw ALLFEMALES Animalrights Feminist Feminism Feminismo peterkalmus georgemonbiot EndSpeciesism JaneFonda httpstcoZvkJnUlr,"['consciousplanet', 'shelters', 'metoo', 'animalstoo', 'mentoo', 'adoptdontshop', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'animalagricultureclimatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'endspeciesism', 'janefonda', 'httpstcozvkjnulr']","['consciousplanet', 'shelters', 'metoo', 'animalstoo', 'mentoo', 'adoptdontshop', 'animalliberation', 'climatecrisis', 'vegans', 'savetheplanet', 'animalagricultureclimatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'endspeciesism', 'janefonda', 'httpstcozvkjnulr']","['consciousplanet', 'shelter', 'metoo', 'animalstoo', 'mentoo', 'adoptdontshop', 'animalliber', 'climatecrisi', 'vegan', 'savetheplanet', 'animalagricultureclimatechang', 'roseslaw', 'allfemal', 'animalright', 'feminist', 'femin', 'feminismo', 'peterkalmu', 'georgemonbiot', 'endspecies', 'janefonda', 'httpstcozvkjnulr']","['consciousplanet', 'shelter', 'metoo', 'animalstoo', 'mentoo', 'adoptdontshop', 'animalliberation', 'climatecrisis', 'vegan', 'savetheplanet', 'animalagricultureclimatechange', 'roseslaw', 'allfemales', 'animalrights', 'feminist', 'feminism', 'feminismo', 'peterkalmus', 'georgemonbiot', 'endspeciesism', 'janefonda', 'httpstcozvkjnulr']"
