Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0112","Maize (corn)","2014","2014","3050","FAO TIER 1","tonnes","33644310","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0112","Maize (corn)","2014","2014","3050","FAO TIER 1","kilotonnes","2.3551","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0112","Maize (corn)","2014","2014","3050","FAO TIER 1","kilotonnes","90.8396","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0112","Maize (corn)","2015","2015","3050","FAO TIER 1","tonnes","32678310","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0112","Maize (corn)","2015","2015","3050","FAO TIER 1","kilotonnes","2.2875","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0112","Maize (corn)","2015","2015","3050","FAO TIER 1","kilotonnes","88.2314","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0112","Maize (corn)","2016","2016","3050","FAO TIER 1","tonnes","35106050","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0112","Maize (corn)","2016","2016","3050","FAO TIER 1","kilotonnes","2.4574","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0112","Maize (corn)","2016","2016","3050","FAO TIER 1","kilotonnes","94.7863","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0112","Maize (corn)","2017","2017","3050","FAO TIER 1","tonnes","33481220","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0112","Maize (corn)","2017","2017","3050","FAO TIER 1","kilotonnes","2.3437","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0112","Maize (corn)","2017","2017","3050","FAO TIER 1","kilotonnes","90.3993","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0112","Maize (corn)","2018","2018","3050","FAO TIER 1","tonnes","32891580","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0112","Maize (corn)","2018","2018","3050","FAO TIER 1","kilotonnes","2.3024","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0112","Maize (corn)","2018","2018","3050","FAO TIER 1","kilotonnes","88.8073","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0112","Maize (corn)","2019","2019","3050","FAO TIER 1","tonnes","32916270","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0112","Maize (corn)","2019","2019","3050","FAO TIER 1","kilotonnes","2.3041","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0112","Maize (corn)","2019","2019","3050","FAO TIER 1","kilotonnes","88.8739","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","tonnes","33373570","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kilotonnes","2.3361","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kilotonnes","90.1086","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1961","1961","3050","FAO TIER 1","tonnes","353650","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1961","1961","3050","FAO TIER 1","kilotonnes","0.0248","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1961","1961","3050","FAO TIER 1","kilotonnes","0.9549","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1962","1962","3050","FAO TIER 1","tonnes","394350","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1962","1962","3050","FAO TIER 1","kilotonnes","0.0276","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1962","1962","3050","FAO TIER 1","kilotonnes","1.0647","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1963","1963","3050","FAO TIER 1","tonnes","394350","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1963","1963","3050","FAO TIER 1","kilotonnes","0.0276","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1963","1963","3050","FAO TIER 1","kilotonnes","1.0647","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1964","1964","3050","FAO TIER 1","tonnes","397650","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1964","1964","3050","FAO TIER 1","kilotonnes","0.0278","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1964","1964","3050","FAO TIER 1","kilotonnes","1.0737","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1965","1965","3050","FAO TIER 1","tonnes","399008.5","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1965","1965","3050","FAO TIER 1","kilotonnes","0.0279","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1965","1965","3050","FAO TIER 1","kilotonnes","1.0773","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1966","1966","3050","FAO TIER 1","tonnes","437847.3","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1966","1966","3050","FAO TIER 1","kilotonnes","0.0306","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1966","1966","3050","FAO TIER 1","kilotonnes","1.1822","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1967","1967","3050","FAO TIER 1","tonnes","438493","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1967","1967","3050","FAO TIER 1","kilotonnes","0.0307","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1967","1967","3050","FAO TIER 1","kilotonnes","1.1839","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1968","1968","3050","FAO TIER 1","tonnes","523805.7","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1968","1968","3050","FAO TIER 1","kilotonnes","0.0367","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1968","1968","3050","FAO TIER 1","kilotonnes","1.4143","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1969","1969","3050","FAO TIER 1","tonnes","473726.55","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1969","1969","3050","FAO TIER 1","kilotonnes","0.0332","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1969","1969","3050","FAO TIER 1","kilotonnes","1.2791","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1970","1970","3050","FAO TIER 1","tonnes","403905.15","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1970","1970","3050","FAO TIER 1","kilotonnes","0.0283","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1970","1970","3050","FAO TIER 1","kilotonnes","1.0905","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1971","1971","3050","FAO TIER 1","tonnes","404617.4","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1971","1971","3050","FAO TIER 1","kilotonnes","0.0283","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1971","1971","3050","FAO TIER 1","kilotonnes","1.0925","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1972","1972","3050","FAO TIER 1","tonnes","404617.4","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1972","1972","3050","FAO TIER 1","kilotonnes","0.0283","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1972","1972","3050","FAO TIER 1","kilotonnes","1.0925","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1973","1973","3050","FAO TIER 1","tonnes","483030.35","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1973","1973","3050","FAO TIER 1","kilotonnes","0.0338","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1973","1973","3050","FAO TIER 1","kilotonnes","1.3042","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1974","1974","3050","FAO TIER 1","tonnes","563334.75","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1974","1974","3050","FAO TIER 1","kilotonnes","0.0394","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1974","1974","3050","FAO TIER 1","kilotonnes","1.521","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1975","1975","3050","FAO TIER 1","tonnes","627213.4","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1975","1975","3050","FAO TIER 1","kilotonnes","0.0439","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1975","1975","3050","FAO TIER 1","kilotonnes","1.6935","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1976","1976","3050","FAO TIER 1","tonnes","551983.3","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1976","1976","3050","FAO TIER 1","kilotonnes","0.0386","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1976","1976","3050","FAO TIER 1","kilotonnes","1.4904","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1977","1977","3050","FAO TIER 1","tonnes","500582.5","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1977","1977","3050","FAO TIER 1","kilotonnes","0.035","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1977","1977","3050","FAO TIER 1","kilotonnes","1.3516","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1978","1978","3050","FAO TIER 1","tonnes","661061.5","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1978","1978","3050","FAO TIER 1","kilotonnes","0.0463","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1978","1978","3050","FAO TIER 1","kilotonnes","1.7849","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1979","1979","3050","FAO TIER 1","tonnes","638583","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1979","1979","3050","FAO TIER 1","kilotonnes","0.0447","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1979","1979","3050","FAO TIER 1","kilotonnes","1.7242","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1980","1980","3050","FAO TIER 1","tonnes","737165","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1980","1980","3050","FAO TIER 1","kilotonnes","0.0516","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1980","1980","3050","FAO TIER 1","kilotonnes","1.9903","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1981","1981","3050","FAO TIER 1","tonnes","844019","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1981","1981","3050","FAO TIER 1","kilotonnes","0.0591","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1981","1981","3050","FAO TIER 1","kilotonnes","2.2789","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1982","1982","3050","FAO TIER 1","tonnes","726055","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1982","1982","3050","FAO TIER 1","kilotonnes","0.0508","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1982","1982","3050","FAO TIER 1","kilotonnes","1.9603","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1983","1983","3050","FAO TIER 1","tonnes","482762.5","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1983","1983","3050","FAO TIER 1","kilotonnes","0.0338","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1983","1983","3050","FAO TIER 1","kilotonnes","1.3035","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1984","1984","3050","FAO TIER 1","tonnes","623700","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1984","1984","3050","FAO TIER 1","kilotonnes","0.0437","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1984","1984","3050","FAO TIER 1","kilotonnes","1.684","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1985","1985","3050","FAO TIER 1","tonnes","554675","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1985","1985","3050","FAO TIER 1","kilotonnes","0.0388","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1985","1985","3050","FAO TIER 1","kilotonnes","1.4976","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1986","1986","3050","FAO TIER 1","tonnes","525250","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1986","1986","3050","FAO TIER 1","kilotonnes","0.0368","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1986","1986","3050","FAO TIER 1","kilotonnes","1.4182","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1987","1987","3050","FAO TIER 1","tonnes","519255","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1987","1987","3050","FAO TIER 1","kilotonnes","0.0363","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1987","1987","3050","FAO TIER 1","kilotonnes","1.402","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1988","1988","3050","FAO TIER 1","tonnes","645480","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1988","1988","3050","FAO TIER 1","kilotonnes","0.0452","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1988","1988","3050","FAO TIER 1","kilotonnes","1.7428","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1989","1989","3050","FAO TIER 1","tonnes","597850","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1989","1989","3050","FAO TIER 1","kilotonnes","0.0418","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1989","1989","3050","FAO TIER 1","kilotonnes","1.6142","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1990","1990","3050","FAO TIER 1","tonnes","628320","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1990","1990","3050","FAO TIER 1","kilotonnes","0.044","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1990","1990","3050","FAO TIER 1","kilotonnes","1.6965","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1991","1991","3050","FAO TIER 1","tonnes","618992","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1991","1991","3050","FAO TIER 1","kilotonnes","0.0433","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1991","1991","3050","FAO TIER 1","kilotonnes","1.6713","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1992","1992","3050","FAO TIER 1","tonnes","697119.5","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1992","1992","3050","FAO TIER 1","kilotonnes","0.0488","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1992","1992","3050","FAO TIER 1","kilotonnes","1.8822","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1993","1993","3050","FAO TIER 1","tonnes","630569.5","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1993","1993","3050","FAO TIER 1","kilotonnes","0.0441","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1993","1993","3050","FAO TIER 1","kilotonnes","1.7025","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1994","1994","3050","FAO TIER 1","tonnes","738072.5","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1994","1994","3050","FAO TIER 1","kilotonnes","0.0517","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1994","1994","3050","FAO TIER 1","kilotonnes","1.9928","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1995","1995","3050","FAO TIER 1","tonnes","688440.5","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1995","1995","3050","FAO TIER 1","kilotonnes","0.0482","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1995","1995","3050","FAO TIER 1","kilotonnes","1.8588","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1996","1996","3050","FAO TIER 1","tonnes","624112.5","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1996","1996","3050","FAO TIER 1","kilotonnes","0.0437","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1996","1996","3050","FAO TIER 1","kilotonnes","1.6851","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1997","1997","3050","FAO TIER 1","tonnes","690662.5","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1997","1997","3050","FAO TIER 1","kilotonnes","0.0483","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1997","1997","3050","FAO TIER 1","kilotonnes","1.8648","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1998","1998","3050","FAO TIER 1","tonnes","724944","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1998","1998","3050","FAO TIER 1","kilotonnes","0.0507","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1998","1998","3050","FAO TIER 1","kilotonnes","1.9573","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","1999","1999","3050","FAO TIER 1","tonnes","781698.5","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","1999","1999","3050","FAO TIER 1","kilotonnes","0.0547","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","1999","1999","3050","FAO TIER 1","kilotonnes","2.1106","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","2000","2000","3050","FAO TIER 1","tonnes","676417.5","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","2000","2000","3050","FAO TIER 1","kilotonnes","0.0473","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","2000","2000","3050","FAO TIER 1","kilotonnes","1.8263","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","2001","2001","3050","FAO TIER 1","tonnes","737627","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","2001","2001","3050","FAO TIER 1","kilotonnes","0.0516","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","2001","2001","3050","FAO TIER 1","kilotonnes","1.9916","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","2002","2002","3050","FAO TIER 1","tonnes","713812","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","2002","2002","3050","FAO TIER 1","kilotonnes","0.05","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","2002","2002","3050","FAO TIER 1","kilotonnes","1.9273","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","2003","2003","3050","FAO TIER 1","tonnes","667073","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","2003","2003","3050","FAO TIER 1","kilotonnes","0.0467","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","2003","2003","3050","FAO TIER 1","kilotonnes","1.8011","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","2004","2004","3050","FAO TIER 1","tonnes","740074.5","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","2004","2004","3050","FAO TIER 1","kilotonnes","0.0518","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","2004","2004","3050","FAO TIER 1","kilotonnes","1.9982","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","2005","2005","3050","FAO TIER 1","tonnes","748759","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","2005","2005","3050","FAO TIER 1","kilotonnes","0.0524","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","2005","2005","3050","FAO TIER 1","kilotonnes","2.0216","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","2006","2006","3050","FAO TIER 1","tonnes","627896.5","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","2006","2006","3050","FAO TIER 1","kilotonnes","0.044","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","2006","2006","3050","FAO TIER 1","kilotonnes","1.6953","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","2007","2007","3050","FAO TIER 1","tonnes","611649.5","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","2007","2007","3050","FAO TIER 1","kilotonnes","0.0428","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","2007","2007","3050","FAO TIER 1","kilotonnes","1.6515","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","2008","2008","3050","FAO TIER 1","tonnes","662398","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","2008","2008","3050","FAO TIER 1","kilotonnes","0.0464","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","2008","2008","3050","FAO TIER 1","kilotonnes","1.7885","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7245","Biomass burned (dry matter)","0113","Rice","2009","2009","3050","FAO TIER 1","tonnes","690662.5","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7230","Emissions (N2O)","0113","Rice","2009","2009","3050","FAO TIER 1","kilotonnes","0.0483","E","Estimated value",""
"GB","Burning - Crop Residues","840","United States of America","7225","Emissions (CH4)","0113","Rice","2009","2009","3050","FAO TIER 1","kilotonnes","1.8648","E","Estimated value",""
