,text,clean_text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
10,"RT @EmaanzT: Whales are secret weapon to fight against #Climatechange
More #Whales means more #phytoplankton 
They absorb tons of #Carbondi…","RT EmaanzT Whales are secret weapon to fight against Climatechange
More Whales means more phytoplankton 
They absorb tons of Carbondi…","['rt', 'emaanzt', 'whales', 'are', 'secret', 'weapon', 'to', 'fight', 'against', 'climatechange', 'more', 'whales', 'means', 'more', 'phytoplankton', 'they', 'absorb', 'tons', 'of', 'carbondi', '']","['rt', 'emaanzt', 'whales', 'secret', 'weapon', 'fight', 'climatechange', 'whales', 'means', 'phytoplankton', 'absorb', 'tons', 'carbondi', '']","['rt', 'emaanzt', 'whale', 'secret', 'weapon', 'fight', 'climatechang', 'whale', 'mean', 'phytoplankton', 'absorb', 'ton', 'carbondi', '']","['rt', 'emaanzt', 'whale', 'secret', 'weapon', 'fight', 'climatechange', 'whale', 'mean', 'phytoplankton', 'absorb', 'ton', 'carbondi', '']"
11,The latest Carpe DiEM25 - USA Review! https://t.co/BdId0oPweN Thanks to @ProgIntl @profwolff @openDemocracy #climatechange #assange,The latest Carpe DiEM  USA Review httpstcoBdIdoPweN Thanks to ProgIntl profwolff openDemocracy climatechange assange,"['the', 'latest', 'carpe', 'diem', 'usa', 'review', 'httpstcobdidopwen', 'thanks', 'to', 'progintl', 'profwolff', 'opendemocracy', 'climatechange', 'assange']","['latest', 'carpe', 'diem', 'usa', 'review', 'httpstcobdidopwen', 'thanks', 'progintl', 'profwolff', 'opendemocracy', 'climatechange', 'assange']","['latest', 'carp', 'diem', 'usa', 'review', 'httpstcobdidopwen', 'thank', 'progintl', 'profwolff', 'opendemocraci', 'climatechang', 'assang']","['latest', 'carpe', 'diem', 'usa', 'review', 'httpstcobdidopwen', 'thanks', 'progintl', 'profwolff', 'opendemocracy', 'climatechange', 'assange']"
12,"RT @PCarterClimate: CARBON CLIMATE CRAZINESS
Mauna Loa Atmospheric CO2 has reached 419.15 ppm (August) (seasonally adjusted mean). 
Increas…","RT PCarterClimate CARBON CLIMATE CRAZINESS
Mauna Loa Atmospheric CO has reached  ppm August seasonally adjusted mean 
Increas…","['rt', 'pcarterclimate', 'carbon', 'climate', 'craziness', 'mauna', 'loa', 'atmospheric', 'co', 'has', 'reached', 'ppm', 'august', 'seasonally', 'adjusted', 'mean', 'increas', '']","['rt', 'pcarterclimate', 'carbon', 'climate', 'craziness', 'mauna', 'loa', 'atmospheric', 'co', 'reached', 'ppm', 'august', 'seasonally', 'adjusted', 'mean', 'increas', '']","['rt', 'pcarterclim', 'carbon', 'climat', 'crazi', 'mauna', 'loa', 'atmospher', 'co', 'reach', 'ppm', 'august', 'season', 'adjust', 'mean', 'increa', '']","['rt', 'pcarterclimate', 'carbon', 'climate', 'craziness', 'mauna', 'loa', 'atmospheric', 'co', 'reached', 'ppm', 'august', 'seasonally', 'adjusted', 'mean', 'increas', '']"
13,"#epicrapbattles #HurricaneIan vs @potus and @un for planet #Earth, #climatechange and #HumanRights",epicrapbattles HurricaneIan vs potus and un for planet Earth climatechange and HumanRights,"['epicrapbattles', 'hurricaneian', 'vs', 'potus', 'and', 'un', 'for', 'planet', 'earth', 'climatechange', 'and', 'humanrights']","['epicrapbattles', 'hurricaneian', 'vs', 'potus', 'un', 'planet', 'earth', 'climatechange', 'humanrights']","['epicrapbattl', 'hurricaneian', 'vs', 'potu', 'un', 'planet', 'earth', 'climatechang', 'humanright']","['epicrapbattles', 'hurricaneian', 'v', 'potus', 'un', 'planet', 'earth', 'climatechange', 'humanrights']"
14,"RT @courtghoward: It may be the emergency physician in me, but how about adding a plan to those prayers.  #climatechange #adaptation  #Miti…",RT courtghoward It may be the emergency physician in me but how about adding a plan to those prayers  climatechange adaptation  Miti…,"['rt', 'courtghoward', 'it', 'may', 'be', 'the', 'emergency', 'physician', 'in', 'me', 'but', 'how', 'about', 'adding', 'a', 'plan', 'to', 'those', 'prayers', 'climatechange', 'adaptation', 'miti', '']","['rt', 'courtghoward', 'may', 'emergency', 'physician', 'adding', 'plan', 'prayers', 'climatechange', 'adaptation', 'miti', '']","['rt', 'courtghoward', 'may', 'emerg', 'physician', 'ad', 'plan', 'prayer', 'climatechang', 'adapt', 'miti', '']","['rt', 'courtghoward', 'may', 'emergency', 'physician', 'adding', 'plan', 'prayer', 'climatechange', 'adaptation', 'miti', '']"
15,"RT @JhessetEnano: Heartbreaking video from a farmer in Nueva Ecija, showing the rice paddies that they had worked hard on for months, befor…",RT JhessetEnano Heartbreaking video from a farmer in Nueva Ecija showing the rice paddies that they had worked hard on for months befor…,"['rt', 'jhessetenano', 'heartbreaking', 'video', 'from', 'a', 'farmer', 'in', 'nueva', 'ecija', 'showing', 'the', 'rice', 'paddies', 'that', 'they', 'had', 'worked', 'hard', 'on', 'for', 'months', 'befor', '']","['rt', 'jhessetenano', 'heartbreaking', 'video', 'farmer', 'nueva', 'ecija', 'showing', 'rice', 'paddies', 'worked', 'hard', 'months', 'befor', '']","['rt', 'jhessetenano', 'heartbreak', 'video', 'farmer', 'nueva', 'ecija', 'show', 'rice', 'paddi', 'work', 'hard', 'month', 'befor', '']","['rt', 'jhessetenano', 'heartbreaking', 'video', 'farmer', 'nueva', 'ecija', 'showing', 'rice', 'paddy', 'worked', 'hard', 'month', 'befor', '']"
16,"RT @Dragofix: Air pollution can amplify negative effects of climate change, new study finds #environment #Airpollution #ClimateChange https…",RT Dragofix Air pollution can amplify negative effects of climate change new study finds environment Airpollution ClimateChange https…,"['rt', 'dragofix', 'air', 'pollution', 'can', 'amplify', 'negative', 'effects', 'of', 'climate', 'change', 'new', 'study', 'finds', 'environment', 'airpollution', 'climatechange', 'https', '']","['rt', 'dragofix', 'air', 'pollution', 'amplify', 'negative', 'effects', 'climate', 'change', 'new', 'study', 'finds', 'environment', 'airpollution', 'climatechange', 'https', '']","['rt', 'dragofix', 'air', 'pollut', 'amplifi', 'neg', 'effect', 'climat', 'chang', 'new', 'studi', 'find', 'environ', 'airpollut', 'climatechang', 'http', '']","['rt', 'dragofix', 'air', 'pollution', 'amplify', 'negative', 'effect', 'climate', 'change', 'new', 'study', 'find', 'environment', 'airpollution', 'climatechange', 'http', '']"
17,"RT @BialikOr: New paper out📣!
Turns out that under intense warming and stratification (driven by #ClimateChange) fine #CaCO3 precipitate ab…","RT BialikOr New paper out📣
Turns out that under intense warming and stratification driven by ClimateChange fine CaCO precipitate ab…","['rt', 'bialikor', 'new', 'paper', 'out', 'turns', 'out', 'that', 'under', 'intense', 'warming', 'and', 'stratification', 'driven', 'by', 'climatechange', 'fine', 'caco', 'precipitate', 'ab', '']","['rt', 'bialikor', 'new', 'paper', 'turns', 'intense', 'warming', 'stratification', 'driven', 'climatechange', 'fine', 'caco', 'precipitate', 'ab', '']","['rt', 'bialikor', 'new', 'paper', 'turn', 'intens', 'warm', 'stratif', 'driven', 'climatechang', 'fine', 'caco', 'precipit', 'ab', '']","['rt', 'bialikor', 'new', 'paper', 'turn', 'intense', 'warming', 'stratification', 'driven', 'climatechange', 'fine', 'caco', 'precipitate', 'ab', '']"
18,"RT @JhessetEnano: Heartbreaking video from a farmer in Nueva Ecija, showing the rice paddies that they had worked hard on for months, befor…",RT JhessetEnano Heartbreaking video from a farmer in Nueva Ecija showing the rice paddies that they had worked hard on for months befor…,"['rt', 'jhessetenano', 'heartbreaking', 'video', 'from', 'a', 'farmer', 'in', 'nueva', 'ecija', 'showing', 'the', 'rice', 'paddies', 'that', 'they', 'had', 'worked', 'hard', 'on', 'for', 'months', 'befor', '']","['rt', 'jhessetenano', 'heartbreaking', 'video', 'farmer', 'nueva', 'ecija', 'showing', 'rice', 'paddies', 'worked', 'hard', 'months', 'befor', '']","['rt', 'jhessetenano', 'heartbreak', 'video', 'farmer', 'nueva', 'ecija', 'show', 'rice', 'paddi', 'work', 'hard', 'month', 'befor', '']","['rt', 'jhessetenano', 'heartbreaking', 'video', 'farmer', 'nueva', 'ecija', 'showing', 'rice', 'paddy', 'worked', 'hard', 'month', 'befor', '']"
19,"RT @CenterEnvHealth: 🥳GOOD NEWS: @GavinNewsom signed #AB1384 into law!🖋️

We supported this bill because it will protect vulnerable communi…","RT CenterEnvHealth 🥳GOOD NEWS GavinNewsom signed AB into law🖋️

We supported this bill because it will protect vulnerable communi…","['rt', 'centerenvhealth', 'good', 'news', 'gavinnewsom', 'signed', 'ab', 'into', 'law', 'we', 'supported', 'this', 'bill', 'because', 'it', 'will', 'protect', 'vulnerable', 'communi', '']","['rt', 'centerenvhealth', 'good', 'news', 'gavinnewsom', 'signed', 'ab', 'law', 'supported', 'bill', 'protect', 'vulnerable', 'communi', '']","['rt', 'centerenvhealth', 'good', 'news', 'gavinnewsom', 'sign', 'ab', 'law', 'support', 'bill', 'protect', 'vulner', 'communi', '']","['rt', 'centerenvhealth', 'good', 'news', 'gavinnewsom', 'signed', 'ab', 'law', 'supported', 'bill', 'protect', 'vulnerable', 'communi', '']"
20,RT @ChParvezElahi: موسمیاتی تبدیلیوں کے تناظر میں ماحول دوست پاور پلانٹ لگانا وقت کا تقاضا ہے۔ سموگ اور ماحولیاتی آلودگی سے نمٹنے میں بھی م…,RT ChParvezElahi موسمیاتی تبدیلیوں کے تناظر میں ماحول دوست پاور پلانٹ لگانا وقت کا تقاضا ہے۔ سموگ اور ماحولیاتی آلودگی سے نمٹنے میں بھی م…,"['rt', 'chparvezelahi', 'موسمیاتی', 'تبدیلیوں', 'کے', 'تناظر', 'میں', 'ماحول', 'دوست', 'پاور', 'پلانٹ', 'لگانا', 'وقت', 'کا', 'تقاضا', 'ہے', 'سموگ', 'اور', 'ماحولیاتی', 'آلودگی', 'سے', 'نمٹنے', 'میں', 'بھی', 'م', '']","['rt', 'chparvezelahi', 'موسمیاتی', 'تبدیلیوں', 'کے', 'تناظر', 'میں', 'ماحول', 'دوست', 'پاور', 'پلانٹ', 'لگانا', 'وقت', 'کا', 'تقاضا', 'ہے', 'سموگ', 'اور', 'ماحولیاتی', 'آلودگی', 'سے', 'نمٹنے', 'میں', 'بھی', 'م', '']","['rt', 'chparvezelahi', 'موسمیاتی', 'تبدیلیوں', 'کے', 'تناظر', 'میں', 'ماحول', 'دوست', 'پاور', 'پلانٹ', 'لگانا', 'وقت', 'کا', 'تقاضا', 'ہے', 'سموگ', 'اور', 'ماحولیاتی', 'آلودگی', 'سے', 'نمٹنے', 'میں', 'بھی', 'م', '']","['rt', 'chparvezelahi', 'موسمیاتی', 'تبدیلیوں', 'کے', 'تناظر', 'میں', 'ماحول', 'دوست', 'پاور', 'پلانٹ', 'لگانا', 'وقت', 'کا', 'تقاضا', 'ہے', 'سموگ', 'اور', 'ماحولیاتی', 'آلودگی', 'سے', 'نمٹنے', 'میں', 'بھی', 'م', '']"
21,RT @Dragofix: UK petition: Fund replanting of trees lost to forest fires to help combat climate change #UnitedKingdom #UK #environment #for…,RT Dragofix UK petition Fund replanting of trees lost to forest fires to help combat climate change UnitedKingdom UK environment for…,"['rt', 'dragofix', 'uk', 'petition', 'fund', 'replanting', 'of', 'trees', 'lost', 'to', 'forest', 'fires', 'to', 'help', 'combat', 'climate', 'change', 'unitedkingdom', 'uk', 'environment', 'for', '']","['rt', 'dragofix', 'uk', 'petition', 'fund', 'replanting', 'trees', 'lost', 'forest', 'fires', 'help', 'combat', 'climate', 'change', 'unitedkingdom', 'uk', 'environment', '']","['rt', 'dragofix', 'uk', 'petit', 'fund', 'replant', 'tree', 'lost', 'forest', 'fire', 'help', 'combat', 'climat', 'chang', 'unitedkingdom', 'uk', 'environ', '']","['rt', 'dragofix', 'uk', 'petition', 'fund', 'replanting', 'tree', 'lost', 'forest', 'fire', 'help', 'combat', 'climate', 'change', 'unitedkingdom', 'uk', 'environment', '']"
22,"RT @JhessetEnano: Heartbreaking video from a farmer in Nueva Ecija, showing the rice paddies that they had worked hard on for months, befor…",RT JhessetEnano Heartbreaking video from a farmer in Nueva Ecija showing the rice paddies that they had worked hard on for months befor…,"['rt', 'jhessetenano', 'heartbreaking', 'video', 'from', 'a', 'farmer', 'in', 'nueva', 'ecija', 'showing', 'the', 'rice', 'paddies', 'that', 'they', 'had', 'worked', 'hard', 'on', 'for', 'months', 'befor', '']","['rt', 'jhessetenano', 'heartbreaking', 'video', 'farmer', 'nueva', 'ecija', 'showing', 'rice', 'paddies', 'worked', 'hard', 'months', 'befor', '']","['rt', 'jhessetenano', 'heartbreak', 'video', 'farmer', 'nueva', 'ecija', 'show', 'rice', 'paddi', 'work', 'hard', 'month', 'befor', '']","['rt', 'jhessetenano', 'heartbreaking', 'video', 'farmer', 'nueva', 'ecija', 'showing', 'rice', 'paddy', 'worked', 'hard', 'month', 'befor', '']"
23,"RT @ProfStrachan: #Vanuatu makes bold call for global treaty to phase out #fossilfuels 

""President of #Pacific Island Nation urges countri…","RT ProfStrachan Vanuatu makes bold call for global treaty to phase out fossilfuels 

President of Pacific Island Nation urges countri…","['rt', 'profstrachan', 'vanuatu', 'makes', 'bold', 'call', 'for', 'global', 'treaty', 'to', 'phase', 'out', 'fossilfuels', 'president', 'of', 'pacific', 'island', 'nation', 'urges', 'countri', '']","['rt', 'profstrachan', 'vanuatu', 'makes', 'bold', 'call', 'global', 'treaty', 'phase', 'fossilfuels', 'president', 'pacific', 'island', 'nation', 'urges', 'countri', '']","['rt', 'profstrachan', 'vanuatu', 'make', 'bold', 'call', 'global', 'treati', 'phase', 'fossilfuel', 'presid', 'pacif', 'island', 'nation', 'urg', 'countri', '']","['rt', 'profstrachan', 'vanuatu', 'make', 'bold', 'call', 'global', 'treaty', 'phase', 'fossilfuels', 'president', 'pacific', 'island', 'nation', 'urge', 'countri', '']"
24,"@Generaltsos4u @drsimonegold 5:30 time mark: @SecGranHolm tries to hide that the #DEMOCRATS are shutting down energy production and are deliberately causing #INFLATION and #SHORTAGES to fight #CLIMATECHANGE  

Economy Reset - #BuildBackBetter 

https://t.co/kfC0Sr1gc0","Generaltsosu drsimonegold  time mark SecGranHolm tries to hide that the DEMOCRATS are shutting down energy production and are deliberately causing INFLATION and SHORTAGES to fight CLIMATECHANGE  

Economy Reset  BuildBackBetter 

httpstcokfCSrgc","['generaltsosu', 'drsimonegold', 'time', 'mark', 'secgranholm', 'tries', 'to', 'hide', 'that', 'the', 'democrats', 'are', 'shutting', 'down', 'energy', 'production', 'and', 'are', 'deliberately', 'causing', 'inflation', 'and', 'shortages', 'to', 'fight', 'climatechange', 'economy', 'reset', 'buildbackbetter', 'httpstcokfcsrgc']","['generaltsosu', 'drsimonegold', 'time', 'mark', 'secgranholm', 'tries', 'hide', 'democrats', 'shutting', 'energy', 'production', 'deliberately', 'causing', 'inflation', 'shortages', 'fight', 'climatechange', 'economy', 'reset', 'buildbackbetter', 'httpstcokfcsrgc']","['generaltsosu', 'drsimonegold', 'time', 'mark', 'secgranholm', 'tri', 'hide', 'democrat', 'shut', 'energi', 'product', 'deliber', 'caus', 'inflat', 'shortag', 'fight', 'climatechang', 'economi', 'reset', 'buildbackbett', 'httpstcokfcsrgc']","['generaltsosu', 'drsimonegold', 'time', 'mark', 'secgranholm', 'try', 'hide', 'democrat', 'shutting', 'energy', 'production', 'deliberately', 'causing', 'inflation', 'shortage', 'fight', 'climatechange', 'economy', 'reset', 'buildbackbetter', 'httpstcokfcsrgc']"
25,"RT @Cop27P: Looking to enhance your knowledge on the impact of #climatechange? Check this week’s recommendations for films, books and more.…",RT CopP Looking to enhance your knowledge on the impact of climatechange Check this week’s recommendations for films books and more…,"['rt', 'copp', 'looking', 'to', 'enhance', 'your', 'knowledge', 'on', 'the', 'impact', 'of', 'climatechange', 'check', 'this', 'week', 's', 'recommendations', 'for', 'films', 'books', 'and', 'more', '']","['rt', 'copp', 'looking', 'enhance', 'knowledge', 'impact', 'climatechange', 'check', 'week', 'recommendations', 'films', 'books', '']","['rt', 'copp', 'look', 'enhanc', 'knowledg', 'impact', 'climatechang', 'check', 'week', 'recommend', 'film', 'book', '']","['rt', 'copp', 'looking', 'enhance', 'knowledge', 'impact', 'climatechange', 'check', 'week', 'recommendation', 'film', 'book', '']"
26,RT @jamesvgingerich: Businesses Can Expect to Spend $13.5B on Repairs Due to #Flooding in 2022. (Carrier Management) #ClimateChange #Enviro…,RT jamesvgingerich Businesses Can Expect to Spend B on Repairs Due to Flooding in  Carrier Management ClimateChange Enviro…,"['rt', 'jamesvgingerich', 'businesses', 'can', 'expect', 'to', 'spend', 'b', 'on', 'repairs', 'due', 'to', 'flooding', 'in', 'carrier', 'management', 'climatechange', 'enviro', '']","['rt', 'jamesvgingerich', 'businesses', 'expect', 'spend', 'b', 'repairs', 'due', 'flooding', 'carrier', 'management', 'climatechange', 'enviro', '']","['rt', 'jamesvgingerich', 'busi', 'expect', 'spend', 'b', 'repair', 'due', 'flood', 'carrier', 'manag', 'climatechang', 'enviro', '']","['rt', 'jamesvgingerich', 'business', 'expect', 'spend', 'b', 'repair', 'due', 'flooding', 'carrier', 'management', 'climatechange', 'enviro', '']"
