,text,clean_text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
60,"RT @CaseyPregent1: My wife painted a bunch of 3×3 little paintings. This one is titled ""Climate change."" 
#ClimateCrisis 
#ClimateEmergency…","RT CaseyPregent My wife painted a bunch of × little paintings This one is titled Climate change 
ClimateCrisis 
ClimateEmergency…","['rt', 'caseypregent', 'my', 'wife', 'painted', 'a', 'bunch', 'of', 'little', 'paintings', 'this', 'one', 'is', 'titled', 'climate', 'change', 'climatecrisis', 'climateemergency', '']","['rt', 'caseypregent', 'wife', 'painted', 'bunch', 'little', 'paintings', 'one', 'titled', 'climate', 'change', 'climatecrisis', 'climateemergency', '']","['rt', 'caseypreg', 'wife', 'paint', 'bunch', 'littl', 'paint', 'one', 'titl', 'climat', 'chang', 'climatecrisi', 'climateemerg', '']","['rt', 'caseypregent', 'wife', 'painted', 'bunch', 'little', 'painting', 'one', 'titled', 'climate', 'change', 'climatecrisis', 'climateemergency', '']"
61,"RT @JhessetEnano: Heartbreaking video from a farmer in Nueva Ecija, showing the rice paddies that they had worked hard on for months, befor…",RT JhessetEnano Heartbreaking video from a farmer in Nueva Ecija showing the rice paddies that they had worked hard on for months befor…,"['rt', 'jhessetenano', 'heartbreaking', 'video', 'from', 'a', 'farmer', 'in', 'nueva', 'ecija', 'showing', 'the', 'rice', 'paddies', 'that', 'they', 'had', 'worked', 'hard', 'on', 'for', 'months', 'befor', '']","['rt', 'jhessetenano', 'heartbreaking', 'video', 'farmer', 'nueva', 'ecija', 'showing', 'rice', 'paddies', 'worked', 'hard', 'months', 'befor', '']","['rt', 'jhessetenano', 'heartbreak', 'video', 'farmer', 'nueva', 'ecija', 'show', 'rice', 'paddi', 'work', 'hard', 'month', 'befor', '']","['rt', 'jhessetenano', 'heartbreaking', 'video', 'farmer', 'nueva', 'ecija', 'showing', 'rice', 'paddy', 'worked', 'hard', 'month', 'befor', '']"
62,"RT @_WorldSolutions: Ont🇨🇦Kingston
https://t.co/uhjKT2JBdJ
@SustainableKtwn-@timescolonist/@CNNBusiness/@Forbes/@globeandmail #sustainabili…","RT WorldSolutions Ont🇨🇦Kingston
httpstcouhjKTJBdJ
SustainableKtwntimescolonistCNNBusinessForbesglobeandmail sustainabili…","['rt', 'worldsolutions', 'ont', 'kingston', 'httpstcouhjktjbdj', 'sustainablektwntimescolonistcnnbusinessforbesglobeandmail', 'sustainabili', '']","['rt', 'worldsolutions', 'ont', 'kingston', 'httpstcouhjktjbdj', 'sustainablektwntimescolonistcnnbusinessforbesglobeandmail', 'sustainabili', '']","['rt', 'worldsolut', 'ont', 'kingston', 'httpstcouhjktjbdj', 'sustainablektwntimescolonistcnnbusinessforbesglobeandmail', 'sustainabili', '']","['rt', 'worldsolutions', 'ont', 'kingston', 'httpstcouhjktjbdj', 'sustainablektwntimescolonistcnnbusinessforbesglobeandmail', 'sustainabili', '']"
63,Businesses Can Expect to Spend $13.5B on Repairs Due to #Flooding in 2022. (Carrier Management) #ClimateChange #Environment  #Insurance https://t.co/R8pubRcbnl https://t.co/ZwlXkZe2L9,Businesses Can Expect to Spend B on Repairs Due to Flooding in  Carrier Management ClimateChange Environment  Insurance httpstcoRpubRcbnl httpstcoZwlXkZeL,"['businesses', 'can', 'expect', 'to', 'spend', 'b', 'on', 'repairs', 'due', 'to', 'flooding', 'in', 'carrier', 'management', 'climatechange', 'environment', 'insurance', 'httpstcorpubrcbnl', 'httpstcozwlxkzel']","['businesses', 'expect', 'spend', 'b', 'repairs', 'due', 'flooding', 'carrier', 'management', 'climatechange', 'environment', 'insurance', 'httpstcorpubrcbnl', 'httpstcozwlxkzel']","['busi', 'expect', 'spend', 'b', 'repair', 'due', 'flood', 'carrier', 'manag', 'climatechang', 'environ', 'insur', 'httpstcorpubrcbnl', 'httpstcozwlxkzel']","['business', 'expect', 'spend', 'b', 'repair', 'due', 'flooding', 'carrier', 'management', 'climatechange', 'environment', 'insurance', 'httpstcorpubrcbnl', 'httpstcozwlxkzel']"
64,"RT @dorothyknable: ..From 2014 to 2019, t'number of Americans..ALARMED ABOUT #ClimateChange HAS TRIPLED..while deniers have reduced to just…",RT dorothyknable From  to  tnumber of AmericansALARMED ABOUT ClimateChange HAS TRIPLEDwhile deniers have reduced to just…,"['rt', 'dorothyknable', 'from', 'to', 'tnumber', 'of', 'americansalarmed', 'about', 'climatechange', 'has', 'tripledwhile', 'deniers', 'have', 'reduced', 'to', 'just', '']","['rt', 'dorothyknable', 'tnumber', 'americansalarmed', 'climatechange', 'tripledwhile', 'deniers', 'reduced', '']","['rt', 'dorothykn', 'tnumber', 'americansalarm', 'climatechang', 'tripledwhil', 'denier', 'reduc', '']","['rt', 'dorothyknable', 'tnumber', 'americansalarmed', 'climatechange', 'tripledwhile', 'denier', 'reduced', '']"
65,Tesla Model Y Vs Ford Mustang Mach-E: Best EV Family Hauler? https://t.co/YTRBDx2YHr #ElectricVehicles #Tesla #EV #Renewables #ClimateChange #RenewableEnergy,Tesla Model Y Vs Ford Mustang MachE Best EV Family Hauler httpstcoYTRBDxYHr ElectricVehicles Tesla EV Renewables ClimateChange RenewableEnergy,"['tesla', 'model', 'y', 'vs', 'ford', 'mustang', 'mache', 'best', 'ev', 'family', 'hauler', 'httpstcoytrbdxyhr', 'electricvehicles', 'tesla', 'ev', 'renewables', 'climatechange', 'renewableenergy']","['tesla', 'model', 'vs', 'ford', 'mustang', 'mache', 'best', 'ev', 'family', 'hauler', 'httpstcoytrbdxyhr', 'electricvehicles', 'tesla', 'ev', 'renewables', 'climatechange', 'renewableenergy']","['tesla', 'model', 'vs', 'ford', 'mustang', 'mach', 'best', 'ev', 'famili', 'hauler', 'httpstcoytrbdxyhr', 'electricvehicl', 'tesla', 'ev', 'renew', 'climatechang', 'renewableenergi']","['tesla', 'model', 'v', 'ford', 'mustang', 'mache', 'best', 'ev', 'family', 'hauler', 'httpstcoytrbdxyhr', 'electricvehicles', 'tesla', 'ev', 'renewables', 'climatechange', 'renewableenergy']"
66,Ford F-150 Lightning Vs Rivian R1T: In-Depth Head-To-Head Comparison https://t.co/pZX4q2uBna #ElectricVehicles #Tesla #EV #Renewables #ClimateChange #RenewableEnergy,Ford F Lightning Vs Rivian RT InDepth HeadToHead Comparison httpstcopZXquBna ElectricVehicles Tesla EV Renewables ClimateChange RenewableEnergy,"['ford', 'f', 'lightning', 'vs', 'rivian', 'rt', 'indepth', 'headtohead', 'comparison', 'httpstcopzxqubna', 'electricvehicles', 'tesla', 'ev', 'renewables', 'climatechange', 'renewableenergy']","['ford', 'f', 'lightning', 'vs', 'rivian', 'rt', 'indepth', 'headtohead', 'comparison', 'httpstcopzxqubna', 'electricvehicles', 'tesla', 'ev', 'renewables', 'climatechange', 'renewableenergy']","['ford', 'f', 'lightn', 'vs', 'rivian', 'rt', 'indepth', 'headtohead', 'comparison', 'httpstcopzxqubna', 'electricvehicl', 'tesla', 'ev', 'renew', 'climatechang', 'renewableenergi']","['ford', 'f', 'lightning', 'v', 'rivian', 'rt', 'indepth', 'headtohead', 'comparison', 'httpstcopzxqubna', 'electricvehicles', 'tesla', 'ev', 'renewables', 'climatechange', 'renewableenergy']"
67,"RT @JhessetEnano: Heartbreaking video from a farmer in Nueva Ecija, showing the rice paddies that they had worked hard on for months, befor…",RT JhessetEnano Heartbreaking video from a farmer in Nueva Ecija showing the rice paddies that they had worked hard on for months befor…,"['rt', 'jhessetenano', 'heartbreaking', 'video', 'from', 'a', 'farmer', 'in', 'nueva', 'ecija', 'showing', 'the', 'rice', 'paddies', 'that', 'they', 'had', 'worked', 'hard', 'on', 'for', 'months', 'befor', '']","['rt', 'jhessetenano', 'heartbreaking', 'video', 'farmer', 'nueva', 'ecija', 'showing', 'rice', 'paddies', 'worked', 'hard', 'months', 'befor', '']","['rt', 'jhessetenano', 'heartbreak', 'video', 'farmer', 'nueva', 'ecija', 'show', 'rice', 'paddi', 'work', 'hard', 'month', 'befor', '']","['rt', 'jhessetenano', 'heartbreaking', 'video', 'farmer', 'nueva', 'ecija', 'showing', 'rice', 'paddy', 'worked', 'hard', 'month', 'befor', '']"
68,#CLIMATECHANGE. . . .? https://t.co/y5EDuHGv3L,CLIMATECHANGE    httpstcoyEDuHGvL,"['climatechange', 'httpstcoyeduhgvl']","['climatechange', 'httpstcoyeduhgvl']","['climatechang', 'httpstcoyeduhgvl']","['climatechange', 'httpstcoyeduhgvl']"
69,"So happy to meet and listen to the Ministers of #Agriculture from #Caribbean #IICA Member States as we meet in San Jose, Costa Rica to help #agrifood systems fight #climatechange ⁦@Cop27P⁩ ⁦@IICAnews⁩ ⁦@IICAnoticias⁩ ⁦@IICA_USA⁩ https://t.co/aikPr8ZZNe",So happy to meet and listen to the Ministers of Agriculture from Caribbean IICA Member States as we meet in San Jose Costa Rica to help agrifood systems fight climatechange ⁦CopP⁩ ⁦IICAnews⁩ ⁦IICAnoticias⁩ ⁦IICAUSA⁩ httpstcoaikPrZZNe,"['so', 'happy', 'to', 'meet', 'and', 'listen', 'to', 'the', 'ministers', 'of', 'agriculture', 'from', 'caribbean', 'iica', 'member', 'states', 'as', 'we', 'meet', 'in', 'san', 'jose', 'costa', 'rica', 'to', 'help', 'agrifood', 'systems', 'fight', 'climatechange', 'copp', 'iicanews', 'iicanoticias', 'iicausa', 'httpstcoaikprzzne']","['happy', 'meet', 'listen', 'ministers', 'agriculture', 'caribbean', 'iica', 'member', 'states', 'meet', 'san', 'jose', 'costa', 'rica', 'help', 'agrifood', 'systems', 'fight', 'climatechange', 'copp', 'iicanews', 'iicanoticias', 'iicausa', 'httpstcoaikprzzne']","['happi', 'meet', 'listen', 'minist', 'agricultur', 'caribbean', 'iica', 'member', 'state', 'meet', 'san', 'jose', 'costa', 'rica', 'help', 'agrifood', 'system', 'fight', 'climatechang', 'copp', 'iicanew', 'iicanoticia', 'iicausa', 'httpstcoaikprzzn']","['happy', 'meet', 'listen', 'minister', 'agriculture', 'caribbean', 'iica', 'member', 'state', 'meet', 'san', 'jose', 'costa', 'rica', 'help', 'agrifood', 'system', 'fight', 'climatechange', 'copp', 'iicanews', 'iicanoticias', 'iicausa', 'httpstcoaikprzzne']"
70,Girl @MariahCarey I #sing #someday and #visionoflove to give me #Strength to deal with those that are #testing me @potus @un on #climatechange @cthagod you're gonna be #wishing for me.  for me for me for me yeah.  Cause baby I'm the one #HurricaneIan you were so #blind @HOT97 https://t.co/OJW2vFju6r,Girl MariahCarey I sing someday and visionoflove to give me Strength to deal with those that are testing me potus un on climatechange cthagod youre gonna be wishing for me  for me for me for me yeah  Cause baby Im the one HurricaneIan you were so blind HOT httpstcoOJWvFjur,"['girl', 'mariahcarey', 'i', 'sing', 'someday', 'and', 'visionoflove', 'to', 'give', 'me', 'strength', 'to', 'deal', 'with', 'those', 'that', 'are', 'testing', 'me', 'potus', 'un', 'on', 'climatechange', 'cthagod', 'youre', 'gonna', 'be', 'wishing', 'for', 'me', 'for', 'me', 'for', 'me', 'for', 'me', 'yeah', 'cause', 'baby', 'im', 'the', 'one', 'hurricaneian', 'you', 'were', 'so', 'blind', 'hot', 'httpstcoojwvfjur']","['girl', 'mariahcarey', 'sing', 'someday', 'visionoflove', 'give', 'strength', 'deal', 'testing', 'potus', 'un', 'climatechange', 'cthagod', 'youre', 'gonna', 'wishing', 'yeah', 'cause', 'baby', 'im', 'one', 'hurricaneian', 'blind', 'hot', 'httpstcoojwvfjur']","['girl', 'mariahcarey', 'sing', 'someday', 'visionoflov', 'give', 'strength', 'deal', 'test', 'potu', 'un', 'climatechang', 'cthagod', 'your', 'gonna', 'wish', 'yeah', 'caus', 'babi', 'im', 'one', 'hurricaneian', 'blind', 'hot', 'httpstcoojwvfjur']","['girl', 'mariahcarey', 'sing', 'someday', 'visionoflove', 'give', 'strength', 'deal', 'testing', 'potus', 'un', 'climatechange', 'cthagod', 'youre', 'gonna', 'wishing', 'yeah', 'cause', 'baby', 'im', 'one', 'hurricaneian', 'blind', 'hot', 'httpstcoojwvfjur']"
71,"@curious_paddy #WEMUSTBEUNITED
ALL SLAVES MUST OBEY
#ALLSLAVESMUSTOBEY
#DemocratCities
#ClimateChange
#PutinFault
#PANAMA
https://t.co/nUDpQHgARb https://t.co/VgHuvEYXyH
#ThankATrucker #Freedom
#Agenda2030 #DutchLand #FreedomConvoy
#JustinTrudeau #Démission #RoeVsWade #MarthasVineyard","curiouspaddy WEMUSTBEUNITED
ALL SLAVES MUST OBEY
ALLSLAVESMUSTOBEY
DemocratCities
ClimateChange
PutinFault
PANAMA
httpstconUDpQHgARb httpstcoVgHuvEYXyH
ThankATrucker Freedom
Agenda DutchLand FreedomConvoy
JustinTrudeau Démission RoeVsWade MarthasVineyard","['curiouspaddy', 'wemustbeunited', 'all', 'slaves', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconudpqhgarb', 'httpstcovghuveyxyh', 'thankatrucker', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswade', 'marthasvineyard']","['curiouspaddy', 'wemustbeunited', 'slaves', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconudpqhgarb', 'httpstcovghuveyxyh', 'thankatrucker', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswade', 'marthasvineyard']","['curiouspaddi', 'wemustbeunit', 'slave', 'must', 'obey', 'allslavesmustobey', 'democratc', 'climatechang', 'putinfault', 'panama', 'httpstconudpqhgarb', 'httpstcovghuveyxyh', 'thankatruck', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswad', 'marthasvineyard']","['curiouspaddy', 'wemustbeunited', 'slave', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconudpqhgarb', 'httpstcovghuveyxyh', 'thankatrucker', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswade', 'marthasvineyard']"
72,"@curious_paddy #WEMUSTBEUNITED
ALL SLAVES MUST OBEY
#ALLSLAVESMUSTOBEY
#DemocratCities
#ClimateChange
#PutinFault
#PANAMA
https://t.co/nUDpQHycfL https://t.co/VgHuvFgyXh
#ThankATrucker #Freedom
#Agenda2030 #DutchLand #FreedomConvoy
#JustinTrudeau #Démission #RoeVsWade #MarthasVineyard","curiouspaddy WEMUSTBEUNITED
ALL SLAVES MUST OBEY
ALLSLAVESMUSTOBEY
DemocratCities
ClimateChange
PutinFault
PANAMA
httpstconUDpQHycfL httpstcoVgHuvFgyXh
ThankATrucker Freedom
Agenda DutchLand FreedomConvoy
JustinTrudeau Démission RoeVsWade MarthasVineyard","['curiouspaddy', 'wemustbeunited', 'all', 'slaves', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconudpqhycfl', 'httpstcovghuvfgyxh', 'thankatrucker', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswade', 'marthasvineyard']","['curiouspaddy', 'wemustbeunited', 'slaves', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconudpqhycfl', 'httpstcovghuvfgyxh', 'thankatrucker', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswade', 'marthasvineyard']","['curiouspaddi', 'wemustbeunit', 'slave', 'must', 'obey', 'allslavesmustobey', 'democratc', 'climatechang', 'putinfault', 'panama', 'httpstconudpqhycfl', 'httpstcovghuvfgyxh', 'thankatruck', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswad', 'marthasvineyard']","['curiouspaddy', 'wemustbeunited', 'slave', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconudpqhycfl', 'httpstcovghuvfgyxh', 'thankatrucker', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswade', 'marthasvineyard']"
73,"#WEMUSTBEUNITED
ALL SLAVES MUST OBEY
#ALLSLAVESMUSTOBEY
#DemocratCities
#ClimateChange
#PutinFault
#PANAMA
https://t.co/nUDpQHycfL https://t.co/VgHuvFgyXh
#ThankATrucker #Freedom
#Agenda2030 #DutchLand #FreedomConvoy
#JustinTrudeau #Démission #RoeVsWade #MarthasVineyard https://t.co/G1kEKkbSMh","WEMUSTBEUNITED
ALL SLAVES MUST OBEY
ALLSLAVESMUSTOBEY
DemocratCities
ClimateChange
PutinFault
PANAMA
httpstconUDpQHycfL httpstcoVgHuvFgyXh
ThankATrucker Freedom
Agenda DutchLand FreedomConvoy
JustinTrudeau Démission RoeVsWade MarthasVineyard httpstcoGkEKkbSMh","['wemustbeunited', 'all', 'slaves', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconudpqhycfl', 'httpstcovghuvfgyxh', 'thankatrucker', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswade', 'marthasvineyard', 'httpstcogkekkbsmh']","['wemustbeunited', 'slaves', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconudpqhycfl', 'httpstcovghuvfgyxh', 'thankatrucker', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswade', 'marthasvineyard', 'httpstcogkekkbsmh']","['wemustbeunit', 'slave', 'must', 'obey', 'allslavesmustobey', 'democratc', 'climatechang', 'putinfault', 'panama', 'httpstconudpqhycfl', 'httpstcovghuvfgyxh', 'thankatruck', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswad', 'marthasvineyard', 'httpstcogkekkbsmh']","['wemustbeunited', 'slave', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconudpqhycfl', 'httpstcovghuvfgyxh', 'thankatrucker', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswade', 'marthasvineyard', 'httpstcogkekkbsmh']"
74,"RT @BialikOr: New paper out📣!
Turns out that under intense warming and stratification (driven by #ClimateChange) fine #CaCO3 precipitate ab…","RT BialikOr New paper out📣
Turns out that under intense warming and stratification driven by ClimateChange fine CaCO precipitate ab…","['rt', 'bialikor', 'new', 'paper', 'out', 'turns', 'out', 'that', 'under', 'intense', 'warming', 'and', 'stratification', 'driven', 'by', 'climatechange', 'fine', 'caco', 'precipitate', 'ab', '']","['rt', 'bialikor', 'new', 'paper', 'turns', 'intense', 'warming', 'stratification', 'driven', 'climatechange', 'fine', 'caco', 'precipitate', 'ab', '']","['rt', 'bialikor', 'new', 'paper', 'turn', 'intens', 'warm', 'stratif', 'driven', 'climatechang', 'fine', 'caco', 'precipit', 'ab', '']","['rt', 'bialikor', 'new', 'paper', 'turn', 'intense', 'warming', 'stratification', 'driven', 'climatechange', 'fine', 'caco', 'precipitate', 'ab', '']"
75,"RT @ELPANAMEN0: @ChivesChristen @TheTorontoSun @HeleneShaw17 #WEMUSTBEUNITED
ALL SLAVES MUST OBEY
#ALLSLAVESMUSTOBEY
#DemocratCities
#Clima…","RT ELPANAMEN ChivesChristen TheTorontoSun HeleneShaw WEMUSTBEUNITED
ALL SLAVES MUST OBEY
ALLSLAVESMUSTOBEY
DemocratCities
Clima…","['rt', 'elpanamen', 'chiveschristen', 'thetorontosun', 'heleneshaw', 'wemustbeunited', 'all', 'slaves', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'clima', '']","['rt', 'elpanamen', 'chiveschristen', 'thetorontosun', 'heleneshaw', 'wemustbeunited', 'slaves', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'clima', '']","['rt', 'elpanamen', 'chiveschristen', 'thetorontosun', 'heleneshaw', 'wemustbeunit', 'slave', 'must', 'obey', 'allslavesmustobey', 'democratc', 'clima', '']","['rt', 'elpanamen', 'chiveschristen', 'thetorontosun', 'heleneshaw', 'wemustbeunited', 'slave', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'clima', '']"
76,"RT @ELPANAMEN0: #WEMUSTBEUNITED
ALL SLAVES MUST OBEY
#ALLSLAVESMUSTOBEY
#DemocratCities
#ClimateChange
#PutinFault
#PANAMA
https://t.co/nUD…","RT ELPANAMEN WEMUSTBEUNITED
ALL SLAVES MUST OBEY
ALLSLAVESMUSTOBEY
DemocratCities
ClimateChange
PutinFault
PANAMA
httpstconUD…","['rt', 'elpanamen', 'wemustbeunited', 'all', 'slaves', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconud', '']","['rt', 'elpanamen', 'wemustbeunited', 'slaves', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconud', '']","['rt', 'elpanamen', 'wemustbeunit', 'slave', 'must', 'obey', 'allslavesmustobey', 'democratc', 'climatechang', 'putinfault', 'panama', 'httpstconud', '']","['rt', 'elpanamen', 'wemustbeunited', 'slave', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconud', '']"
77,"@ezralevant #WEMUSTBEUNITED
ALL SLAVES MUST OBEY
#ALLSLAVESMUSTOBEY
#DemocratCities
#ClimateChange
#PutinFault
#PANAMA
https://t.co/nUDpQHycfL https://t.co/VgHuvFgyXh
#ThankATrucker #Freedom
#Agenda2030 #DutchLand #FreedomConvoy
#JustinTrudeau #Démission #RoeVsWade #MarthasVineyard","ezralevant WEMUSTBEUNITED
ALL SLAVES MUST OBEY
ALLSLAVESMUSTOBEY
DemocratCities
ClimateChange
PutinFault
PANAMA
httpstconUDpQHycfL httpstcoVgHuvFgyXh
ThankATrucker Freedom
Agenda DutchLand FreedomConvoy
JustinTrudeau Démission RoeVsWade MarthasVineyard","['ezralevant', 'wemustbeunited', 'all', 'slaves', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconudpqhycfl', 'httpstcovghuvfgyxh', 'thankatrucker', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswade', 'marthasvineyard']","['ezralevant', 'wemustbeunited', 'slaves', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconudpqhycfl', 'httpstcovghuvfgyxh', 'thankatrucker', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswade', 'marthasvineyard']","['ezralev', 'wemustbeunit', 'slave', 'must', 'obey', 'allslavesmustobey', 'democratc', 'climatechang', 'putinfault', 'panama', 'httpstconudpqhycfl', 'httpstcovghuvfgyxh', 'thankatruck', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswad', 'marthasvineyard']","['ezralevant', 'wemustbeunited', 'slave', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconudpqhycfl', 'httpstcovghuvfgyxh', 'thankatrucker', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswade', 'marthasvineyard']"
78,"#WEMUSTBEUNITED
ALL SLAVES MUST OBEY
#ALLSLAVESMUSTOBEY
#DemocratCities
#ClimateChange
#PutinFault
#PANAMA
https://t.co/nUDpQHyK5j https://t.co/VgHuvFh6MP
#ThankATrucker #Freedom
#Agenda2030 #DutchLand #FreedomConvoy
#JustinTrudeau #Démission #RoeVsWade #MarthasVineyard https://t.co/wYHPF64gMy","WEMUSTBEUNITED
ALL SLAVES MUST OBEY
ALLSLAVESMUSTOBEY
DemocratCities
ClimateChange
PutinFault
PANAMA
httpstconUDpQHyKj httpstcoVgHuvFhMP
ThankATrucker Freedom
Agenda DutchLand FreedomConvoy
JustinTrudeau Démission RoeVsWade MarthasVineyard httpstcowYHPFgMy","['wemustbeunited', 'all', 'slaves', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconudpqhykj', 'httpstcovghuvfhmp', 'thankatrucker', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswade', 'marthasvineyard', 'httpstcowyhpfgmy']","['wemustbeunited', 'slaves', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconudpqhykj', 'httpstcovghuvfhmp', 'thankatrucker', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswade', 'marthasvineyard', 'httpstcowyhpfgmy']","['wemustbeunit', 'slave', 'must', 'obey', 'allslavesmustobey', 'democratc', 'climatechang', 'putinfault', 'panama', 'httpstconudpqhykj', 'httpstcovghuvfhmp', 'thankatruck', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswad', 'marthasvineyard', 'httpstcowyhpfgmi']","['wemustbeunited', 'slave', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconudpqhykj', 'httpstcovghuvfhmp', 'thankatrucker', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswade', 'marthasvineyard', 'httpstcowyhpfgmy']"
79,"@ezralevant #WEMUSTBEUNITED
ALL SLAVES MUST OBEY
#ALLSLAVESMUSTOBEY
#DemocratCities
#ClimateChange
#PutinFault
#PANAMA
https://t.co/nUDpQHycfL https://t.co/VgHuvFgyXh
#ThankATrucker #Freedom
#Agenda2030 #DutchLand #FreedomConvoy
#JustinTrudeau #Démission #RoeVsWade #MarthasVineyard","ezralevant WEMUSTBEUNITED
ALL SLAVES MUST OBEY
ALLSLAVESMUSTOBEY
DemocratCities
ClimateChange
PutinFault
PANAMA
httpstconUDpQHycfL httpstcoVgHuvFgyXh
ThankATrucker Freedom
Agenda DutchLand FreedomConvoy
JustinTrudeau Démission RoeVsWade MarthasVineyard","['ezralevant', 'wemustbeunited', 'all', 'slaves', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconudpqhycfl', 'httpstcovghuvfgyxh', 'thankatrucker', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswade', 'marthasvineyard']","['ezralevant', 'wemustbeunited', 'slaves', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconudpqhycfl', 'httpstcovghuvfgyxh', 'thankatrucker', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswade', 'marthasvineyard']","['ezralev', 'wemustbeunit', 'slave', 'must', 'obey', 'allslavesmustobey', 'democratc', 'climatechang', 'putinfault', 'panama', 'httpstconudpqhycfl', 'httpstcovghuvfgyxh', 'thankatruck', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswad', 'marthasvineyard']","['ezralevant', 'wemustbeunited', 'slave', 'must', 'obey', 'allslavesmustobey', 'democratcities', 'climatechange', 'putinfault', 'panama', 'httpstconudpqhycfl', 'httpstcovghuvfgyxh', 'thankatrucker', 'freedom', 'agenda', 'dutchland', 'freedomconvoy', 'justintrudeau', 'démission', 'roevswade', 'marthasvineyard']"
